symbol,FKPM_CTL_ZT10,FKPM_CTL_ZT14,FKPM_CTL_ZT18,FKPM_CTL_ZT2,FKPM_CTL_ZT22,FKPM_CTL_ZT6
4933403O08Rik,-0.639167902622643,0.708960345626074,0.865368749754995,0.844924907691925,-0.168334942543225,-1.61175115790713
A1bg,-1.39766477516908,0.575981455662816,-0.414509565118951,-0.736174400098448,1.15335310596777,0.819014178755897
A2m,1.65704209744734,-1.08805958590426,-0.392321672724755,-0.32551257612097,-0.557786387184368,0.706638124487018
A2ml1,-0.26244824336671,-0.774404063893081,1.67555272005872,-1.08228437553864,0.578316533223178,-0.134732570483475
A3galt2,1.20079223799804,-1.22072587942608,0.0974103513149806,0.525403050519774,-1.19605074076516,0.593170980358441
A4galt,0.782968079820406,-0.144192161571801,-0.992477433590022,-0.190058199133544,1.53623714806498,-0.992477433590022
Aaas,0.163481178284102,-1.30098358791125,1.74559301262033,-0.0369270765931124,-0.0996474378417208,-0.471516088558333
AABR07000137.1,-0.985633717293249,1.50836168735896,0.495723537928143,-0.533911089078886,-0.985633717293249,0.501093298378283
AABR07000158.1,0.391571630727742,-0.369442389623614,-1.08977926363752,1.14074580233549,-1.08977926363752,1.01668348383542
AABR07000222.1,0.453513932940674,0.852040594371998,-1.66561418484091,0.794233826075645,-0.750482036737623,0.316307868190214
AABR07000276.1,-0.144606991192507,-0.994354026351715,1.65912936482433,-0.994354026351715,0.498313704240205,-0.0241280251685975
AABR07000989.1,-0.142122166123121,-0.882463714346285,-0.882463714346285,-0.282552424014902,1.7822973740859,0.407304644744693
AABR07001435.1,-0.53717117220106,1.48985764633226,0.337588365077947,0.667472576105816,-1.06803174219699,-0.889715673117977
AABR07001512.1,-1.31541977614211,-0.0492984393322097,0.567538162340329,0.438872858923971,1.33853694649588,-0.980229752285857
AABR07001592.2,-0.123532397730756,-1.78205833752787,0.587690079692049,1.20464399672021,0.0016396743693339,0.111616984477035
AABR07001902.1,0.762874964802471,-0.472740029740537,0.613344059411064,-0.0302630266244504,-1.74736707756246,0.87415110971391
AABR07001923.1,-0.915481368871025,1.08204482126867,0.391691748171392,-0.514973407718286,1.11227183720472,-1.15555363005547
AABR07001942.1,-1.34321630258314,1.37369972082736,0.423147003823512,-0.0647917788446216,0.530104637547573,-0.918943280770689
AABR07002384.1,0.34905345660887,-0.486752128849194,-0.520315231501981,1.72254331974074,0.114550250938338,-1.17907966693677
AABR07002546.1,-0.697284770412455,-0.311564893239641,0.474274789080982,1.79975564321295,-0.3566165388698,-0.908564229772039
AABR07002683.1,0.275301260182565,1.92167362658471,-0.447251883585062,-0.555655339552317,-0.527414177176368,-0.666653486453531
AABR07002938.1,-0.457251936667482,0.188038221889305,-0.705418381633576,1.8914320355444,-0.81907363861882,-0.0977263005138276
AABR07002945.2,-1.03554345804956,-1.17780847113724,0.74268786477277,-0.345692356850824,1.23965457269108,0.576701848573776
AABR07002969.1,1.10763673401164,-1.19515062620823,0.513831829466166,-0.295432865502015,-1.06165703792263,0.930771966155067
AABR07003173.1,1.83592004553633,-1.01871386649424,-0.423499773374025,-0.517569357234981,-0.199524573705082,0.323387525272002
AABR07004112.1,-0.876829800999376,1.28141543729227,-0.856420600828799,-0.424376655445649,1.24175958632792,-0.365547966346367
AABR07004232.1,-0.797020510415711,-0.0308309691347678,1.4942682644867,-0.797020510415711,0.927624235895199,-0.797020510415711
AABR07004269.3,-1.56708428111388,0.27266912625656,1.31308936425733,0.241646286487465,0.44142457379483,-0.701745069682308
AABR07004876.1,1.68929033596504,-0.788947803882048,-0.788947803882048,0.181545555076739,-0.788947803882048,0.49600752060437
AABR07004881.1,-1.40423315659318,-0.327412627523844,-0.593491600232853,0.0679051178307101,1.03768188179156,1.21955038472761
AABR07004992.1,-0.258924833299126,-1.48744267907328,0.214769848084401,0.342390371065003,-0.367167625625501,1.55637491884848
AABR07005031.1,1.43949840665863,-1.13765812318931,0.488125567133136,0.210735347434287,0.151646690908988,-1.15234788894573
AABR07005588.1,0.532104973988805,1.36934955056816,-1.35442104715138,-0.875284339151068,-0.141891516016689,0.470142377762178
AABR07005779.3,0.516380720810811,0.899017022740203,-1.65736928394254,-0.791564041256082,0.610509110332709,0.423026471314892
AABR07006081.1,-1.43296944454556,-0.180790838552473,1.62921429047018,-0.16384922243744,0.40715173485467,-0.258756519789375
AABR07006111.1,0.869970183748916,0.771157705169766,-1.74122225287501,0.414717418708006,0.287170400585009,-0.601793455336689
AABR07006255.1,-0.797283739535603,0.215969443608511,-0.638503172414281,-0.353359371221292,-0.342062103502638,1.9152389430653
AABR07006283.1,0.703250006610325,-0.539891524927403,-1.81565243099795,0.488943168514232,0.553348038832421,0.610002741968376
AABR07006333.1,-0.894803463265671,0.6139419739716,-1.09086703592414,-0.453224915271912,1.52963584512944,0.295317595360678
AABR07006685.1,-0.174825615273003,-0.71712378971498,0.829298324703524,0.103867209425964,-1.39097224632474,1.34975611718323
AABR07006688.2,-1.09587146367608,0.946620704218314,0.338932923112722,0.352065087948821,-1.39279264752614,0.851045395922363
AABR07007032.1,-0.0673652054242441,0.736096122554527,1.33894620550104,0.213357741227338,-1.38330675288346,-0.837728110975207
AABR07007121.1,1.32521914152766,-0.437280145410883,-1.29974446083498,0.725196555594631,0.471089292591595,-0.784480383468031
AABR07007730.1,-0.23458724815822,-0.410367233324825,-0.736127751399423,0.49206196270129,-0.896642353424523,1.7856626236057
AABR07008066.2,-0.149146591348138,0.729107378356519,-1.13611701285261,0.803992336456665,0.989248781308893,-1.23708489192133
AABR07008608.1,-0.437462188590171,0.613858390455206,0.0659109044083987,-0.21126772571412,1.4647412139532,-1.49578059451251
AABR07008724.1,0.650490173576747,1.63614561610679,0.0652139502708445,-0.606085599880562,-0.825705662277038,-0.920058477796787
AABR07008940.1,0.933932793330584,1.35080724509213,0.0569161491289794,-1.06104725238002,-0.219561682791651,-1.06104725238002
AABR07009105.1,0.790784004097509,1.18651370594964,-0.783679434040459,-1.03957764956482,0.716738618176738,-0.870779244618609
AABR07009634.1,-0.817351449697993,0.406818468297098,-0.817351449697993,-0.817351449697993,1.6304064121683,0.414829468628583
AABR07009978.1,0.265189661780604,-1.16640330913257,0.735695429823174,-1.16640330913257,0.0412905134711453,1.29063101319023
AABR07010705.1,-0.351523919603656,1.66361808619007,-0.298805190238023,0.144337752255694,0.236244316914152,-1.39387104551824
AABR07010787.1,-0.49339585488937,-1.25791063702051,1.62903220743162,-0.511536571897391,0.146688417315324,0.487122439060328
AABR07011697.1,0.146497304555517,1.71132886434872,-0.811886917336478,-0.456945694092107,0.415600263411891,-1.00459382088753
AABR07011698.1,-0.40958741205516,0.551081504629832,0.0877194913680269,-1.70385758120856,1.25231447508138,0.222329522184481
AABR07012054.1,1.22578800678533,-0.897532589069575,0.68348454137686,0.783325219046531,-0.897532589069575,-0.897532589069575
AABR07012868.1,-1.8422444318357,-0.212971564337846,0.978673712163452,0.0455044256567512,0.701779695094781,0.329258163258558
AABR07013165.1,-0.888023575701183,-0.888023575701183,-0.888023575701183,1.12377595134754,1.07438085091171,0.465913924844301
AABR07014306.2,0.644983028251388,-0.648499414116613,-1.58538994513846,1.01905558688255,-0.188965385692587,0.758816129813721
AABR07014676.1,0.879297793133798,-1.21842191816195,0.883820763224127,0.861776567877337,-1.04191195361815,-0.364561252455163
AABR07015180.1,0.0894206396937326,1.72486453340879,-1.28272385241231,-0.0334142843127209,-0.599982380798249,0.101835344420761
AABR07015346.1,1.55937896320162,-0.877443941446702,-1.20578761595025,0.114166573757266,-0.146973902200661,0.556659922638731
AABR07015507.1,-0.306655756996704,1.3050182243105,-1.48517687113839,0.62750842762781,-0.615083237722387,0.474389213919167
AABR07015889.1,-0.0369167243191858,0.707655518895076,-1.66169643475325,0.916452433111081,-0.631314971838275,0.705820178904552
AABR07017236.2,0.10716827819628,-0.605013890518202,0.0535553525442578,-1.17570608499632,-0.17110480380981,1.79110114858379
AABR07017241.1,-0.505832960283254,-0.386672535734615,-1.20125758909797,0.132917561676959,1.75871348806689,0.202132035372
AABR07017250.1,1.12366611386918,1.23032650358765,-0.492200080564785,-0.0968836836071083,-0.427167615141799,-1.33774123814314
AABR07017874.1,0.0895636836072572,0.90341246133751,-1.69700042920695,0.315352692442114,-0.554340933652127,0.943012525472191
AABR07017902.1,-0.894073576528612,-0.431850825747071,1.34786780289893,1.15058838556618,-0.281207978797059,-0.891323807392363
AABR07017917.1,0.37642410871694,-0.783333731234547,1.71821401091609,-0.783333731234547,-0.783333731234547,0.255363074070612
AABR07017999.1,0.265888681273721,-0.158757820583822,1.43570146046521,-1.14569872266639,0.653306832624936,-1.05044043111365
AABR07018058.1,0.576157605171388,-1.38505475405202,0.041069080920742,1.31802983696747,0.380420064218425,-0.930621833226004
AABR07018132.1,-0.821079844165365,-0.821079844165365,0.884442171670079,0.100578979688626,-0.821079844165365,1.47821838113739
AABR07018244.2,0.323789284797231,-0.924270866334796,0.633714453302445,1.37542053452122,-1.31888182681685,-0.0897715794692477
AABR07019088.1,-0.582088854152548,1.62881514170663,-0.706725623678076,0.362082909983524,-1.10307502649156,0.400991452632028
