"symbol","GSM726084","GSM726085","GSM726086","GSM726088","GSM726089","GSM726090","GSM726097","GSM726099","GSM726100","GSM726102","GSM726103","GSM726104","GSM726105","GSM726109","GSM726110","GSM726112","GSM726113","GSM726116","GSM726117","GSM726121","GSM726124","GSM726125","GSM726130","GSM726131","GSM726132","GSM726133","GSM726134","GSM726136","GSM726137","GSM726139","GSM726140","GSM726144"
"7A5",0.104690385263434,-0.40533973632698,0.0919218584811074,1.36470984203158,-0.405024818324483,0.939530266555331,1.86124385300664,1.2197583808645,0.0407270880329494,-0.872917916702879,0.187395137057317,-0.707774916193393,-0.451777859468214,0.964969801786847,-0.769584701275086,0.202410903405803,-0.0331224755239152,2.18316529188683,-1.25250792218297,-0.648384449354257,0.497338659087775,-0.341514705524205,0.225933076741252,-0.0449373149972486,-0.727580258117131,1.50421900162703,1.65582864534877,1.71059832586215,0.0627566010354324,0.0288025839963714,-0.226673145312743,2.35957307509196
"A1BG",-0.241360501168568,1.14123883022581,0.276523756912354,-1.95418104245011,0.043025103076545,-0.154419215139729,1.18379226886657,-1.32702247089396,-0.263545978851558,0.90135071550128,-0.54131081591344,-1.46551866107919,-0.438811616573012,-1.06502270537184,-1.12173504794091,-0.98511909398993,1.54568128477749,0.269263537063134,0.20828226359534,0.368874827729506,-0.299129898269545,-0.811300302928372,-0.534439892627633,-1.31535938311321,-1.91125884258535,-0.264871611028421,-1.00137893781234,-0.523377303690109,0.377929254414712,0.551097509906251,3.09042909093978,-0.289619001548799
"A1CF",-0.030141910046562,1.13901582893191,-0.688566479484027,-0.639498646310972,0.329817818960913,0.0874250938595349,1.0048104832942,-0.864645863275738,1.0888190643169,-1.08945854711908,0.0474302953829974,-0.224904639419236,-0.0395919366832506,0.922829135207434,-1.32281509636883,-0.280822854329292,-0.541903402166005,-0.575867388861724,0.647225877659063,0.815410329215902,-0.135625120002297,1.08827877982014,0.889652718112311,-1.35989860045027,-0.931976666180378,0.7532902879364,-0.992588252437471,0.107277379271285,-0.646933430876599,2.1438355887418,0.0484517892417168,-1.13407691499773
"A26A1",-0.199907977047748,-0.814555345154798,0.19572254929843,1.40935624245404,-0.742610468766454,-0.619814958041582,-0.251013063497283,0.638402738437053,0.19040270097088,0.695331845463798,-1.08740641997854,0.198479700356667,-0.642054638157424,-0.884352951212385,1.12639770301452,1.66492322938695,-0.689776910342573,-0.161610750228246,-1.61037590151264,-0.0465835627546109,-0.637385252097335,0.242163885628537,-0.572464376604098,-0.604659443179188,0.0374814270811808,0.751690205115345,0.85875304283543,-0.555812362686612,-1.11095643323728,0.0305088137890398,1.98612528817545,-0.237063778297794
"A26B1",-1.12177989742868,-0.862615229256359,-0.196306713635578,0.127496702248698,0.775744219657714,-1.04871245213694,-0.66629698830275,0.266776914304527,-0.505965980110731,1.19011170717598,0.210644215979579,-1.14463620677486,1.40279323199073,-1.10911720682615,-0.38285560902952,-0.624540168913459,0.817667052428675,1.41079978677494,-0.219316809261802,1.40139126744993,0.0393300055500176,-0.952758757394825,-1.46718222880897,-0.624182849068743,0.94604491440903,0.820318088424214,-0.685628832590497,1.0037782586234,0.404401977531799,-0.442576702169765,-0.350417742126588,0.507168720719164
"A26C1B",0.421285206859067,-1.3800306533385,-1.31842372567648,-2.13993870990394,-1.20077839253916,1.47086622407877,-0.584658702981878,0.704743551263054,2.15072528526579,0.228111881926865,0.587683452940048,-0.965983322756771,-0.447119557787766,0.125875764212089,1.18645875636821,0.188512455194274,-0.7227317391937,-0.503723313884189,-0.606173175901762,-0.187048989329885,0.950047464543483,-0.031236598132298,-0.497929523698839,0.463070998457722,1.93594437560665,-0.900214884278081,0.496351138960875,1.50408042870079,-0.29197411880175,-1.76044498733367,0.88976883890948,0.398280083119377
"A26C3",1.25615228019125,3.12469050697402,-1.41047696630429,0.843874982266313,-0.75299360082339,-0.759791302862979,-0.379305797312005,0.742099778763165,-0.265720991167179,0.861015550792838,-1.24080852787562,-0.0585881209810355,-0.923857737307385,-0.287071212734721,-0.731480018011248,0.272422333221756,-0.0523917653283215,-0.920015787765111,-0.516982976511516,1.33823855436203,-1.26825759711433,-0.260408574953783,-0.613434253871653,-0.161948182939724,-1.10096314035963,2.68244331729088,-0.875936471785506,0.375309899545101,-0.0644323351773069,1.07024614826241,0.478013689694308,-0.459353755889683
"A2BP1",0.646483746189319,-0.816645087146564,1.59705900674584,0.620949121289256,-0.746401508750671,-0.696078685656257,0.571999405380436,-0.13455622663644,-0.919328153525234,0.0201529458352419,0.735297420580085,2.30423881562093,-0.57393472281941,-1.3344468676362,0.355475705998142,0.34534896287392,-0.200028501459668,0.830408535827911,0.0723185244668157,-1.10702492517639,0.383819542427156,-0.738417943557743,0.0500748770423332,1.85249240730901,2.07261714629056,-1.30233821850621,-0.460619017479999,1.95123106140468,1.43449742838357,-0.271222819528882,-1.14265081622794,1.50942680066641
"A2M",-0.722146846324408,1.16961914433989,-0.607060812856936,-1.04928682456934,-0.929328622664993,-0.199142529041179,0.670188115029908,0.0505913429271341,1.46276638350858,0.298454686006501,-0.477839974581359,-1.01857112034358,-0.147649033319459,0.973138931817678,-0.863949566413784,-0.443543266002309,0.335224972308734,0.172320510970704,-0.557840889697742,2.86129392748768,1.66155168084007,1.020918614063,0.218735718189744,-1.01152339967426,-0.769654844714443,2.72694071523884,1.04237177065049,-1.19261760599551,-0.432654834976953,1.31431843540281,2.19502932765334,0.0190139880966244
"A2ML1",0.48468542795819,-1.10221368195147,-0.702214445083077,-0.309411690818562,-0.370579922130653,0.0605225747000313,1.12826869660645,-0.392883553525768,-1.66563171221668,-0.573835836804822,-1.20550262403561,-0.917201166446063,-0.504671270592416,-0.862195771581062,0.421863568546369,0.565169288154848,-1.01070520098816,-1.21217904976954,-0.864442688808966,-0.80219787254141,-0.239606752935098,-0.393147601679841,-0.351097888102978,-1.19021415053327,-0.352998195619243,-1.01884273912919,-0.967103400627571,0.316233256932512,-0.950872294510888,0.815669466623728,-1.65864291292364,0.996925585312206
