"symbol","GSM388246","GSM388247","GSM388248","GSM388249","GSM388254","GSM388255","GSM388262","GSM388263","GSM388264","GSM388265","GSM388286","GSM388295","GSM388296","GSM388297","GSM388299","GSM388300","GSM388308","GSM388311","GSM388318","GSM388328","GSM388329","GSM388334","GSM388335","GSM388336","GSM388340","GSM388341","GSM388342","GSM388366","GSM388367","GSM388375","GSM388382"
"A1BG",-0.909118601942302,-0.274512928510547,-0.617345878525403,-0.347456109364772,-1.82090836262011,2.38791317266865,-0.668406105123361,-0.354750427450194,-0.456870880646109,-0.668406105123361,0.316326836408673,-0.420399290218996,-0.821586784917232,0.228795019383604,-0.551697015756601,-0.434987926389841,-1.38324927749476,-0.850764057258922,0.54245069705677,1.29376545985528,0.155851838529379,-0.982061782796527,2.6286256694876,-0.0410947497770279,2.05966885882464,-0.179686793400055,0.54245069705677,-0.858058375344345,0.746691603448599,1.12599614389057,4.35737905573272
"A1CF",0.412667980535202,0.44233828597115,-1.64941824726323,0.486843744125073,-2.1315607105974,-0.136232670029849,0.716788611253676,-2.02029706521259,0.650030424022791,0.145635231611664,0.635195271304817,0.494261320484061,2.11129296674326,0.924480749305317,0.212393418842548,-0.952166069518438,-1.01892425674932,0.620360118586842,-0.425518148030348,-0.648045438799963,-1.35271519290374,0.145635231611664,-1.01892425674932,-0.877990305928566,-2.45051649403385,0.612942542227855,0.931898325664304,0.650030424022791,-0.492276335261233,-2.13897828695638,-0.529364217056169
"A2M",-0.29703043333987,-0.0659750136796803,0.603522153530821,-0.716086067630887,2.78761577410407,-0.255102327918606,-0.854493899505381,-0.256680267369944,-0.090094945292988,-0.090094945292988,-0.196718568219105,0.056653423681435,0.193483316104591,0.510198305980266,-0.261639505645578,0.429948813883654,2.35255532537805,-0.188152611197556,2.38817167299396,-0.525380813940623,-0.426872308192816,0.0697277791353773,-0.665817425109695,1.2716668012116,-0.731189202379407,-0.864412376056648,-0.524479134254145,-0.425970628506337,0.283200444909231,1.13641484823978,-0.0321620254367257
"A2ML1",0.127416892665293,-0.0729824606722092,-1.69049152689634,1.41569844983495,0.370758964575118,-0.845951394974004,-0.545352364967751,-0.588295083540073,0.513901359816191,-0.0586682211481018,0.470958641243869,-0.459466927823107,0.0415314555206494,0.35644472505101,0.170359611237615,1.1150994198287,-1.90520511975795,1.78786867746174,-0.115925179244531,-0.273381814009712,0.428015922671547,0.070159934568864,-0.273381814009712,3.33380654606533,1.55884084507603,-0.989093790215078,0.642729515533157,0.442330162195654,-1.73343424546866,0.0415314555206494,2.03121074937157
"A3GALT2",0.240024194710458,-0.686156121835332,0.83689595426219,0.744277922607611,-0.336265780029144,-2.0239721346237,-0.583247197774689,0.425260258019616,-0.398011134465531,0.178278840274072,-0.861101292738426,0.281187764334716,-1.18011895732642,-0.25393864078063,0.229733302304394,0.21944240989833,-0.624410767398946,-0.56266541296256,0.980968447947091,0.229733302304394,0.456132935237809,-0.768483261083847,-0.583247197774689,-2.03426302702976,2.21587553667481,0.692823460577289,-0.25393864078063,0.847186846668254,2.59663855569919,2.57605677088706,-0.830228615520233
"A4GALT",-0.00928935780004016,4.11532415254911,1.75769900761207,-0.201246311145645,0.0251644543389146,-0.590082190999562,-0.378437345003126,0.00547656168808333,0.561659529074067,0.62072320702656,-0.762351251694336,-0.535940486209777,-0.988762017178896,-0.575316271511439,-0.944464258714525,-1.23978264847699,2.19083264593035,0.143291810243902,0.320482844101384,-0.880478607599324,-0.0437431699389948,0.236809300335351,2.96850440563819,1.94965596095767,2.45169722355387,-0.161870525843982,0.19251154187098,-0.467032861931867,0.866821865161951,-0.791883090670583,1.60511783956812
"A4GNT",-1.02744138291685,-0.319045144875942,-0.566160111634398,-0.599108773868859,-1.37340233637869,0.784735039978498,0.735312046626807,0.323453768696046,0.356402430930507,0.751786377744037,-1.06039004515131,0.949478351150803,-0.104878840351946,-0.368468138227633,-0.351993807110403,1.01537567561972,1.3283879668471,-0.0884045092347155,-0.26962215152425,-0.203724827055329,-2.13122156777129,-0.104878840351946,-3.07025844145343,2.21800184717755,-1.65346596537161,1.06479866897142,-0.104878840351946,0.817683702212959,1.13069599344034,1.04832433785419,1.52607994025387
"AAAS",-0.217572209291758,1.25385858373723,-0.169642867499283,0.23296360355751,0.27130707699149,0.151483722510302,0.0556250389253514,-0.864618323490174,-1.24326012365073,0.769772231633233,-0.466804786612629,1.53664170031284,-0.792724310801461,-1.18574491349976,0.357579892217946,0.597226601180322,1.16279283433153,-0.591421075273065,1.03338361149185,-0.696865627216511,-1.02278515140534,-0.998820480509105,1.71877319912424,4.37405873442737,-0.500355325867362,0.0364533022083617,0.506160851774619,0.276100011170738,-0.759173771546728,1.8961117637564,-0.7160373639335
"AACS",-0.649355859205446,-0.69075881911168,-1.43601209742389,-0.45890224363677,0.122809343045815,-1.34285543763486,1.16823408067822,0.692100041756531,-0.0717845685134841,-0.0904159004712894,-0.0324517566025618,0.228386890806711,1.1640937846876,-0.899843766638161,-0.278799368044653,0.429191246351945,-0.701109559088239,-0.39679780377742,-0.4464813556649,1.03574460897827,-0.092486048466601,-0.382306767810238,1.19100570862665,-1.33871514164424,-0.278799368044653,1.72096359542644,-0.378166471819615,-0.442341059674277,-1.59127319707227,-1.02819294234749,2.38548110192149
"AADAC",-0.413526735800828,0.697674206910396,-1.47534096994711,0.142073735554784,0.660634175486688,1.05572784400623,-0.413526735800828,-0.635766924343072,-0.129553161552404,-0.0925131301286965,0.142073735554784,0.450740664085679,0.53716740407433,-0.154246515834876,-0.129553161552404,-1.14198068713374,-0.253019932964762,0.24084715268467,0.327273892673321,-0.438220090083299,0.561860758356801,0.981647781158819,-1.67288780420688,0.710020884051631,0.882874364028933,-0.22832657868229,-0.425873412942063,0.463087341226915,2.40151565240094,0.895221041170168,5.74746515767584
