"symbol","GSM726083","GSM726087","GSM726091","GSM726092","GSM726093","GSM726094","GSM726095","GSM726096","GSM726098","GSM726101","GSM726106","GSM726107","GSM726108","GSM726111","GSM726114","GSM726115","GSM726118","GSM726119","GSM726120","GSM726122","GSM726123","GSM726126","GSM726127","GSM726128","GSM726129","GSM726135","GSM726138","GSM726141","GSM726142","GSM726143","GSM726145"
"7A5",-0.930199036411874,-0.265856161163036,-0.915286899760728,0.989849148465799,1.14211584458778,0.847588753003022,-0.982947784830517,-1.2044903556371,-1.43706503530934,-1.00147293620019,-0.879481700355087,0.0504785303551305,-0.167165474577888,-0.364852432958059,-1.03735257695174,-0.217082094426653,0.908640473928963,0.2706948416313,-1.86621283261139,0.550438866196979,0.734748099331262,-0.196567519762121,-1.26321900168194,1.23912365356661,0.16200241028571,-0.216978167235923,-1.68025213717273,-1.50742706685944,-1.3854790865532,1.09564845659681,-0.790373335349996
"A1BG",-1.48020293687309,0.245267012525758,1.56005431236937,1.76613114827579,0.28822725767823,-0.732031772843468,-0.832603333056796,-0.699791430666444,0.724418864260803,-0.621059346174037,-0.00367326519394264,0.226384188238834,1.12601830461801,-0.397737416772856,2.42391872767797,0.272721369469806,-0.882477089458046,-0.107884120101228,-0.0451436352217012,-0.806990022978113,-0.477213692421719,0.922074889498586,1.49742001596554,-0.0289732561001279,0.279783672452459,0.170573109382946,-0.100498803846475,1.06837379284876,-0.491349375172969,1.37275017834798,0.31480653323743
"A1CF",-2.20865576199715,0.0524057839543103,-0.112155816367718,4.59041862536046,0.113608884230206,-0.66100605945472,0.0521308202907593,-0.12385664413059,-0.414599060476112,0.595329923474313,1.20658502618735,0.388102400663481,0.127904547835807,-0.133376412687443,0.0112260366420842,0.175332986873209,-1.21708366209542,-0.82846032172388,-0.482766215604318,0.256982421750774,-1.24075299001972,-1.16385185990335,-0.326603407467351,-0.64827545086028,0.701248550823542,-0.499605718568718,0.531126013961389,1.56608857976423,0.583559484433869,-0.0448964254888909,-0.460359000343256
"A26A1",-1.01190779244475,-0.180035687180688,-0.159414172334818,-1.44986584736182,0.0316307395572557,-0.651248817498881,-0.26946575584325,-0.0463133004905548,-1.21285841888045,-1.52366607818234,0.475094947075946,0.52616621788153,0.480940390684545,1.16415885594645,0.205081263977864,1.64283998121486,-1.04294178145109,0.885650620363096,0.244126765691255,4.06299219076283,-0.766716932005922,1.00222977617031,-0.174370132466907,1.73561744350003,-0.430022442560361,-1.13943732728891,-0.965629792316316,-1.19995269589129,0.339913202271907,0.271015695601296,0.599054104288515
"A26B1",0.338984141355413,0.513277286539159,0.962763375656314,2.42754290082885,0.117090569719665,-0.543716842525929,0.569510095012977,-0.152696739999699,-1.45072342750593,0.718985211287588,-0.405780537401051,-0.812045294867904,1.71998170744439,-0.294694561179363,-0.168148495245881,0.328352314394424,0.50146938862745,-2.35721007098269,1.06510765618808,-1.77219975920145,-0.990615813334228,-1.36424135503773,-0.0502533088990975,0.824782525498352,-0.390042736777126,0.180250326978714,2.80146136188281,-1.68489871836384,0.21469606381285,0.0129364307098161,0.220499615952841
"A26C1B",1.26226422186526,-0.932996928758867,1.21229208983628,-0.450376471410537,-1.12246938904009,-0.211288139716163,-0.253981536563951,-1.53027222967689,-1.25319514261154,-0.414877403197013,-0.813581566285244,0.36867016647538,-0.358099481564615,-0.13688504852981,-0.918464962222929,0.0778224008005793,-0.949615330669896,-0.0571683699923355,0.0713264926003783,1.2596812419003,-1.26301830466013,1.68800124293323,0.224886436526581,-0.255778543587577,0.63151142099227,-0.406271460609623,0.933219895055523,2.46323044526976,0.473953875092747,1.11589299555912,-0.617808126678055
"A26C3",0.0345400026834806,0.230661394925285,0.786481305166228,-0.153133409955073,-1.2697217412033,-0.545069697137209,0.503196370498802,-0.847730602967025,0.688702182637783,-0.492925503081315,-0.0963427483262791,-0.578743731230563,1.75319924814023,-0.500909377495387,0.509982356787119,-0.999079266269361,-0.848557086021225,1.21203237554955,2.2457508151365,1.17645495156773,0.676730042037862,0.642641341746059,-1.19957352164651,-0.212700273681411,-0.425281714283312,-1.70522121776725,-0.751561018189973,1.24559575802294,-0.883941806316982,0.194432712819374,-0.330196066434386
"A2BP1",-0.202216136984112,-0.811308839441816,-0.605670123789542,-1.05765469692199,0.242597948674927,0.479450799143603,1.19576683011708,1.74877347201753,-1.19655460505605,-1.4686832252647,-0.555435252973888,-1.17778496315307,-1.34809278387586,0.26917364833275,-0.699311286461437,-1.44427468799375,1.09963393984449,0.460995729896703,-1.04820081008512,-0.640304798192399,0.465787042685967,0.0377779052049831,0.0180615193484479,-1.38262848836824,-0.617303863967084,0.412426592099074,-0.847274507453417,-0.611746177628828,0.97409880449785,1.13779291780119,0.261910137722674
"A2M",-0.559375521654571,0.416864503442524,-0.591345263441131,0.510137479484708,-0.475192398119613,-1.37166710503242,-1.48260788571103,-1.73636408422367,1.02573187806338,-0.412154333944048,-0.173624487615571,0.0924199418640223,1.23802771214398,-0.464773398349632,-0.901054104254453,-0.327965779076287,-1.23807266465545,0.0530464280466363,-0.372875974711161,-0.665349051612725,-0.972550565509439,-0.111445106420595,-0.568304458603483,0.440230378697143,1.00464839608362,0.0121559171242697,0.953381068596644,1.07132223255992,-1.20206304648107,-0.783386187380003,-0.177462612665958
"A2ML1",0.290160134279886,2.56554706251164,-0.479907941879296,1.85068953441604,-0.0284821943919587,0.0440453270441313,0.373455936162773,-0.36517951372938,1.43075054297593,2.43441420380631,2.32253199004991,0.58022504616253,1.10093186252315,-0.052803427113867,-0.216422947971131,-0.219701148351091,-0.673803845983667,-0.244227615214292,0.747709301728768,-0.517787967806244,1.14641387049899,-1.07427008830751,-0.64390270788785,1.56211665505324,0.495709218409369,-0.464385426466387,1.02414206281751,-0.729173587456591,0.643353683642706,0.0238020242790361,1.90310451471901
