"symbol","GSM225683","GSM225684","GSM225685","GSM225686","GSM225720","GSM225721","GSM225941","GSM225942","GSM225943","GSM225944","GSM225949","GSM225950","GSM225951","GSM225952","GSM225953","GSM225954","GSM225955","GSM225956","GSM225957","GSM225958","GSM225959","GSM225961","GSM225965","GSM226034","GSM226037","GSM226039","GSM226047","GSM226048","GSM226049","GSM226050","GSM226051","GSM226052","GSM226053","GSM226055","GSM226056","GSM226082","GSM226145","GSM226146","GSM226147","GSM226148"
"A1BG",-0.879941329600612,0.148557520443956,-0.310984518937659,0.0756143395897316,0.914460919413316,-0.347456109364772,0.00996547682092929,-0.537108379585756,-0.821586784917232,-0.719466331721318,0.272560927896138,-0.0921549763749853,0.666454104508952,0.0829086576751541,-0.179686793400055,0.578922287483882,0.133968884273111,-0.588168606183713,-0.566285651927446,-0.960178828540259,-0.296395882766814,-0.449576562560686,0.943638191755005,0.39656433534832,-0.507931107244066,0.885283647071626,-1.47078109451983,0.00267115873550685,0.98740410026754,-0.128626566802098,-0.0338004316916055,-0.143215202972943,0.301738200237828,1.46882909390542,-1.38324927749476,0.557039333227615,-0.0046231593499156,-1.52184132111779,-0.201569747656322,-0.0265061136061831
"A1CF",-0.15848539910681,0.672283153099753,0.323657064227356,1.33244744904961,-1.36013276926273,0.316239487868369,0.464591015048112,0.427503133253176,0.78354679848456,-0.165902975465797,1.2805244145367,0.672283153099753,0.946733478382278,1.46596382351138,0.635195271304817,0.293986758791407,1.3992056362805,-0.240078739055669,0.553601931355958,0.190140689765587,0.657448000381778,0.538766778637984,-0.195573280901746,0.664865576740766,-0.358759960799464,1.59948019797315,-0.618375133364015,0.279151606073433,-1.94612130162272,-0.188155704542759,-1.23403397115995,-1.02634183310831,-0.00271629556807971,0.753876493048612,0.694535882176714,0.256898876996471,0.531349202278997,-1.15244063121109,0.672283153099753,-2.10930798152044
"A2M",0.60374757345244,-0.523126614724426,-0.55739044281062,0.238341880506911,-0.115341976514394,-1.25438884045872,-1.23252310806161,-0.727582483633492,-1.13784674098134,-0.614872522823643,-0.886278108453759,-0.81797587220299,-1.29271022713407,-0.42394184921176,1.5268421524851,1.14295202596676,-1.03505525672276,0.220533706698955,0.0625143416435472,0.404025522897389,-0.330167161817966,-0.789347542157289,-1.30375580329344,-1.152273615965,-0.769285169133136,-0.721946985592999,-0.399596497676832,-0.234814534972834,0.809781381812844,-0.0434330215177106,1.32531674255709,-0.570464798264563,0.249838296509516,0.732687768618907,-0.496752483894922,-0.273361341569802,-0.242478812307903,3.37708886913958,-0.205059105319034,2.84329449474413
"A2ML1",0.184673850761723,-0.101610939720424,0.585472557436728,0.699986473629586,-0.874579874022219,-0.344953011630248,0.94332854553941,0.556844078388513,0.256245048382259,-0.545352364967751,0.070159934568864,-0.416524209250785,-0.344953011630248,-0.745751718305253,0.957642785063518,-2.62091709596331,0.313502006478688,-0.38789573020257,-0.373581490678463,0.256245048382259,-0.201810616389175,0.814500389822445,-0.888894113546326,-0.402209969726678,1.1150994198287,1.48726964745549,-1.07497922735972,-0.259067574485604,-0.531038125443643,-1.51872065260705,0.957642785063518,-1.16086466450437,0.0558456950447567,-1.6189203292758,0.0272172159965421,0.184673850761723,0.986271264111732,0.141731132189401,0.57115831791262,-2.11991871261956
"A3GALT2",0.497296504862067,-0.778774153489911,0.209151517492265,-0.717028799053525,2.79216551141441,0.0444972389952359,-0.32597488762308,0.250315087116523,-0.408302026871595,-1.23157341935674,-1.08750092567184,-0.398011134465531,-0.974301109205133,-0.603828982586817,-0.0892843622836005,0.806023277043997,-2.00339034981157,-0.408302026871595,-0.717028799053525,-0.130447931907858,-0.500920058526174,-0.0687025774714717,0.0239154541831073,0.137115270649815,-0.25393864078063,-0.861101292738426,0.270896871928651,0.631078106140903,1.05300469478954,-0.192193286344244,0.538460074486324,0.466423827643874,-0.274520425592758,1.3823132517836,-0.233356855968501,-0.130447931907858,-1.00517378642333,2.565765878481,-0.953719324393005,0.90893220110464
"A4GALT",-0.609770083650394,-0.373515371840419,-0.112650794216904,-0.260309989098139,-0.531018513047069,-0.875556634436616,-1.02813780248056,0.537049663260528,0.0448523469897459,-0.363671425515003,-0.575316271511439,-0.161870525843982,0.276185085637013,-0.850946768623077,-0.727897439555381,-0.225856176959184,0.537049663260528,-0.801727036995999,-0.540862459372484,-0.27999788174897,-0.275075908586262,-0.5507064056979,-0.5507064056979,-0.860790714948492,0.389390468379293,-0.289841828074386,-1.23486067531429,-0.570394298348731,1.11292052329734,-0.491642727745406,0.596113341213021,-0.535940486209777,0.0202424811762068,-0.870634661273908,-0.471954835094575,-0.654067842114764,0.674864911816346,1.12768644278547,-0.491642727745406,-0.590082190999562
"A4GNT",-0.071930178117485,0.883581026681881,-0.25314782040702,-0.714429091689472,-0.384942469344863,0.570568735454502,0.900055357799111,-0.763852085041164,-0.00603285364856325,0.916529688916342,-0.137827502586407,0.158710457523741,-0.434365462696555,-0.483788456048246,-0.730903422806703,-1.14276170073746,-0.566160111634398,-0.549685780517168,-0.236673489289789,0.0269158085858977,0.175184788640972,0.076338801937589,-0.25314782040702,-0.25314782040702,-1.02744138291685,-1.07686437626854,-0.879172402861777,0.47172274875112,0.669414722157885,0.817683702212959,0.619991728806194,-2.98788678586727,1.41075962243326,1.03185000673695,-0.0225071847657937,-0.0225071847657937,-0.401416800462094,2.3003735027637,0.619991728806194,1.09774733120588
"AAAS",0.30965055042547,-0.107334723169064,0.0891755781800843,-1.20491665021675,-1.61231605545279,0.165862525048044,-0.572249338556075,0.510953785953867,-1.45894216171687,0.664327679689788,0.13710491997256,-0.831067784235441,-1.10426503245255,-0.0977488548105696,-0.313430892876708,1.54143463449209,-1.24326012365073,-0.692072693037263,-0.0354407104803512,-0.073784183914332,0.520539654312362,-0.188814604216272,-1.70817473903774,-1.17615904514126,0.237756537736757,-1.27681066290546,0.391130431472678,-0.557870536018332,0.319236418783965,-0.140885262423797,1.35451020150143,0.625984206255808,1.07652001910507,0.443852707444402,-0.970062875433619,0.324029352963213,1.06693415074658,0.381544563114183,-0.970062875433619,0.170655459227292
"AACS",-0.814967698830382,-0.636934971233576,0.267719702717634,0.0938272711114513,-0.260168036086848,0.340174882553543,0.389858434441024,-0.260168036086848,0.367086806492595,-0.454761947646147,-0.309851587974329,0.476804650244115,-0.142169600354082,-0.253957592100913,-0.707320003074174,-0.982649686450629,0.766625369587752,-0.460972391632083,0.563750866047205,-0.932966134563148,0.143510822998932,0.271859998708257,4.32935006951918,3.47230879946013,0.0151616472896068,0.443682282319128,0.731432853667453,0.932237209212687,-0.58104097536016,-0.626584231257018,-0.525146979486745,-1.42980165343795,0.075195939153646,-0.1276785643869,-0.817037846825693,0.615504565929998,-0.320202327950887,-0.405078395758666,-0.293290404011835,-0.0635039765322372
"AADAC",-0.265366610105998,0.216153798402199,0.401353955520736,-0.351793350094649,-0.364140027235884,0.253193829825906,0.0556469955661332,-0.413526735800828,0.253193829825906,0.00626028700118998,0.129727058413548,0.314927215532085,0.0186069641424258,0.796447624040282,-0.462913444365771,-0.932087175732732,-0.277713287247234,-0.783927050037902,-0.0554730987049891,-0.104859807269932,-0.0678197758462249,0.648287498345452,0.932261072593876,-0.178939870117347,-0.820967081461609,-0.808620404320374,-1.20371407283992,-0.685153632908015,-0.240673255823526,0.216153798402199,0.0556469955661332,-1.00616723858015,-0.536993507213186,0.228500475543435,-0.401180058659592,0.660634175486688,0.0186069641424258,-1.32718084425228,-1.16667404141621,-2.04328811844396
