symbol,R1_P1_T00,R1_P1_T02,R1_P1_T08,R1_P1_T10,R1_P1_T14,R1_P1_T16,R1_P1_T18,R1_P1_T20,R1_P1_T22,R1_P2_T24,R1_P2_T26,R1_P2_T28,R1_P2_T30,R1_P2_T32,R1_P2_T34,R1_P2_T36,R1_P2_T38,R1_P2_T40,R1_P2_T42,R1_P2_T44,R1_P2_T46,R2_P1_T00,R2_P1_T02,R2_P1_T04,R2_P1_T06,R2_P1_T08,R2_P1_T10,R2_P1_T12,R2_P1_T16,R2_P1_T20,R2_P2_T24,R2_P2_T26,R2_P2_T28,R2_P2_T30,R2_P2_T32,R2_P2_T34,R2_P2_T36,R2_P2_T38,R2_P2_T40,R2_P2_T42,R2_P2_T44,R2_P2_T46
gene0,0.468501265154379,1.03726890378009,0.239448985438019,-0.156512120538271,-0.368726095710769,-0.181231154982516,-0.283955001482826,0.15770630669274,0.282517326294109,0.647014463694983,1.37965535216384,0.787589062887459,0.807000723037235,-0.34713179088178,0.33673474886731,-0.718812080005779,-0.820392598285436,-0.573171299455528,-0.582475381127803,-0.0703777683471459,0.421559567919001,0.554756594509512,0.279666633247114,0.619404202077495,0.23508788111722,0.186567671461855,-0.458703512409302,-0.755467747642153,-0.161303932449009,-0.737286999973946,0.662991944953393,1.04792814265449,0.871618476640913,0.579389017483059,-0.054792386046252,-0.266886268151667,-0.394491858958879,-0.748729250463669,-0.820042176721541,-0.401603741816811,0.385882754482975,0.353976570862741
gene1,-0.873885785086034,-0.75054001537758,0.0404194613325072,1.1262339498168,1.03303537336846,0.425429242653934,0.169252117535263,-0.11205703521962,-0.533491331881371,-0.611074352650663,-0.786071031210787,-0.442564809946488,-0.172192493868534,0.13524830039241,0.645765125716516,1.07457212055343,1.42233398165421,0.532843176748703,0.345093866339934,-0.17654054589956,-0.745434657912392,-1.04723896108948,-0.584614308616521,-0.135929183727686,-0.282530412380301,0.566238515430882,1.08617769283499,0.873907439525035,0.361361941034471,-0.469011207132582,-0.516965669247306,-1.18658897112294,-0.571350656578414,0.0007963329563513,0.604763167530765,1.04372873249265,1.5708179728704,1.08998305993354,0.663151039276708,0.409781489181619,-0.105551070980251,-0.306958418474384
gene2,-0.812035941701433,-1.24639798292148,-0.194888970311392,0.469136056106682,1.09468680662009,0.445963853045415,-0.0063260639257011,-0.271332164609845,-0.484898615666482,-0.719643212629607,-0.494676778221206,-0.549458554064051,-0.387467663570628,-0.194599455709405,0.338497459332297,0.556404686444122,0.601526518034092,0.883991609394989,0.0059274892543392,0.0848437060833075,0.0629240623133563,-0.971310980447423,-0.80780438905586,-0.484961864219716,-0.220242051559069,0.494720534781757,0.557627311761463,0.9922261995717,1.005961984144,-0.163718930261244,-0.369706322663947,-0.993399244960407,-0.958603332733443,-0.311175191826364,-0.0768555500338467,0.759126395664992,0.627727321560748,1.15256086430416,0.56999061645656,0.346010225852658,-0.513352167015342,-0.564006548489179
gene3,0.426021788657005,-0.443253926162138,-1.16703884496299,-0.486090914550052,0.378034634960883,0.985671262687767,0.424624453193748,0.821938870100313,0.953836830477355,0.289756649358256,-0.318514114156892,-0.423704690274486,-1.16705813215231,-0.343101423093093,-0.15562658708904,0.121922853461283,0.463117968019281,0.86265476550014,1.01801992687008,0.548225593535573,0.910298571739086,0.215607700143581,-1.05558770755645,-1.13726641534812,-0.749016502947446,-0.975344945533254,-0.875675697335535,-0.457173410432898,0.919127391713518,0.581601427331308,-0.432756398355212,-0.522482248771577,-0.375826741548097,-0.753542289402792,-0.576679007270566,-0.365600461051694,0.0370751022109773,0.535970715360963,0.950149982147505,0.766260587269917,0.617287395229183,0.590336185299548
gene4,0.441529070273429,0.466739110895019,0.48337847266585,0.0651868623209711,-0.426987005293199,-0.902052324181727,-0.930294045909122,-0.518030741529518,-0.115614845228965,0.422339909863702,0.613236467606032,0.15698177225959,0.767660595936071,0.79914912963385,0.150736990692569,-0.563948705662795,-0.854956491750028,-0.825113144846542,-0.979317406838411,-0.514708959441705,-0.239802558923586,0.257283344838618,0.104030096374305,0.924073386904316,0.812774689007416,0.336886124853994,0.182167433225541,-0.394680273037789,-0.394723165181205,-0.284091278265529,-0.0050564701701708,0.942069678491689,0.623124940406436,0.764198762578489,0.407324493734848,0.0266118652925564,-0.656574077631986,-0.418437593917098,-1.05073674307626,-0.513465366132783,-0.260674556455444,-0.0817744544864294
gene5,-0.773616820368863,-0.479734066560568,0.30744906609846,0.681598701430941,0.445100498386827,0.228123258188428,-0.228808397257859,-0.476979208826055,-0.666187762483824,-0.707811795179843,-0.728261901110155,-0.200595629532041,-0.0658547893055385,0.234329804284205,0.393288090778202,0.308899775790136,0.715557082777828,0.473969065052781,0.160672245488035,-0.518272368840482,-0.912012976483565,-1.03667103450168,-0.679874999143744,-0.471783547132858,-0.0282585205026403,0.372276771712617,0.498495740023197,0.99947669091539,0.249428992472923,-0.440903479480863,-0.797745492098793,-0.730773688561971,-0.399316340702333,-0.201355700229394,0.300105540661716,0.540064059750178,0.795958580614986,0.217511124463668,0.621180988540921,0.0323113185301012,-0.254422880987206,-0.592596526285754
gene6,-0.132440272786326,-0.647452009304007,-1.33740933588986,-0.87811512611225,0.535865560037536,0.644730388039725,1.3293700325511,0.911017535264942,0.748643042203138,0.563934941989752,-0.382038868380863,-0.79340711801995,-1.27891905514466,-0.285515124425287,-0.569445054104155,0.260363012457742,0.296138594484313,0.614158894663167,0.755218598574081,0.641366050228891,0.968531817082078,0.554144552054638,0.010793967615532,-1.1374683636603,-1.11273592790336,-0.954505776966938,-0.567072864375786,-0.170754743010562,0.999743817474247,0.887724547567433,-0.128304603686286,0.198680487851673,-0.480030181926548,-1.01028763259004,-0.934454557812288,-0.17734386773621,-0.3127649561104,0.72519181360754,1.06787945022523,0.795911708251649,0.969680585661303,0.623368347528594
gene7,-0.737220034321148,-0.63069039899772,0.502394679726423,0.882875278849954,0.562818080605154,0.096709276365407,-0.128611397776822,-0.622431235724452,-0.610326916117054,-0.716507536576852,-0.445871802606053,-0.0559727152875082,0.235904287096416,0.454735169457035,0.626674307667979,0.573459168980008,0.943774613299189,0.136041868355052,-0.190233554754717,-0.63216744134299,-0.662135321800237,-0.862224342797914,-0.747199594213718,-0.273728000692724,0.404549642083924,0.828784877948167,0.483659916339452,0.547817285678106,0.0281352764825722,-0.408060402697355,-0.533510806915437,-0.394741559714364,-0.251036709502167,0.262541237226073,0.699568845080126,0.569605282148129,0.623378662369947,0.531221149712214,0.0846531293567837,0.0286392040212837,-0.456134385669124,-0.81851579250618
gene8,0.417670221784941,0.244596351879081,-0.60937012296513,-0.760158819222806,-0.0843599514047386,0.206195560623143,0.432885372073768,0.849399838239362,0.460340278473229,0.581091417506605,0.165489477289956,-0.287481105343401,-0.850839667581807,-0.651463602896078,-0.635534222851102,-0.784385289352412,-0.0306218849534312,0.23569550227172,0.601872455746001,0.456385014929068,0.537097166347441,0.32683418479732,0.110142000288973,-0.497290749381912,-0.492303151798015,-0.637907734117437,-0.631175189644212,-0.532294450162031,0.248048029244955,0.807477986418999,0.585806183785293,0.0168626009965739,0.125659151948753,-0.24533242634932,-0.643933975337861,-0.569282139811132,-0.52611982617066,0.0382277771383267,0.572399291985661,0.445923983298014,0.525498923392729,0.641250062739627
gene9,0.263402035726241,0.102822862829966,-0.745220221020802,-0.42716094510301,0.692501718292813,0.46060492655365,0.662950980479621,0.731717850572058,0.645790231990097,0.673882758699198,-0.288584647990042,-0.81221105114982,-1.41460909410554,-1.0223195835751,-0.972569353061549,-0.122419859140914,0.331531354227204,0.950404729804032,0.968163800306939,1.30358462622801,1.54910191875389,0.0172195482553686,-0.257972058310272,-0.696071206189921,-0.58622346718261,-1.06245857271095,-0.860313408776751,-0.198494247847896,0.614805096138813,1.03649244974887,0.406238027346169,-0.439899090004151,-0.390136796844048,-1.39908912561213,-1.19975595119363,-0.65578176996381,0.0502211593915407,0.0749995541256256,0.73956751187861,1.06134959997414,0.583926304360855,0.941744738285545
gene10,0.486243983626533,0.928417702168022,0.56534027261073,-0.522342676744776,-0.870625267913554,-0.507713979706957,-0.456582817138092,-0.298840022047296,-0.0253306174982875,1.02426793347377,0.97774665529967,0.572155312400558,0.305422755339089,0.177225308489987,-0.164096510570061,-0.592761026127701,-0.489525629138627,-0.749440626609253,-0.568234215146597,0.200740370281883,0.645690421534116,0.766718581218032,0.15446366701077,0.603409748125435,0.616895408130328,0.584283269356739,-0.311648267226128,-0.353374387641693,-0.31868850187591,0.0282641644945328,0.243941110487269,0.292351313969206,0.470550534413508,0.65812772127648,-0.0236691584852175,-0.255419479450732,-0.295110546647648,-0.610841784640739,-0.918721340081052,-0.566178951597133,0.124329886323856,0.318182903400143
gene11,-0.533987768310046,-0.355013738693959,0.426354002479099,0.614856526479263,0.264750654774922,-0.18370837212677,0.262097549662176,-0.758255680190531,-0.534243471046167,-0.437649069554801,-0.353187748371468,0.0023633708514304,0.285231964427377,0.631611636942284,1.0211379827163,0.45793378371355,0.949878674678997,-0.0087946353133691,-0.280145841143294,-0.74940698696837,-0.814991097665746,-0.658081208001582,-0.23065945755299,-0.221559490412233,0.159346234573273,0.795557448302047,0.448705936181988,0.808757717805696,0.27411936398952,-0.892309563129356,-0.765329694385702,-0.316370305882251,0.0497841784213329,0.222899463467581,0.808788090632802,0.76033128982344,0.485335804412414,0.439792563418753,-0.105606730566005,-0.500446927461368,-0.672274451709811,-0.801623165083485
gene12,-0.207154754600845,0.245452980505963,0.541759241235594,0.46523678517668,-0.177287512128561,-0.186344361629652,-0.854565565143443,-0.823660686354717,-0.423578590562376,-0.0649467473593101,-0.0427062942129388,0.33426241793479,0.681332085290576,0.63491001501161,0.486211356902183,-0.15992867914861,-0.125925290415083,-0.180346950387311,-0.608382954726924,-0.688162314803673,-0.357374860791536,-0.212254424747696,0.330856062562719,0.132719858801044,0.373430351379612,0.225914642930191,0.752712252677839,0.327318142910199,-0.484877258404847,-0.636936195084587,-0.496055049270757,0.0293816445650592,0.267444868375731,0.283315886263632,0.688200481475413,0.442772326474944,0.194303043626995,-0.415143035596694,-0.313799812916507,-0.311860108560875,-0.701168990565258,-0.423107871361146
gene13,-0.586748820710801,-0.625265751234016,1.16154393442665,1.12168532492798,0.742700156895431,-0.2938224319442,-0.595157388527013,-0.417344664750924,-1.40079993463014,-2.04558605081433,-0.51082229174816,0.426064541997668,1.34979588783062,1.06087759944408,1.14745412860373,1.66875241148049,0.663077881843939,-0.117835201286307,-0.736948594762543,-0.857806228449768,-1.54734069068619,-0.509408031399269,-0.437035544250564,-0.663666528195402,0.261929424242503,0.748224311265132,1.09753585427089,1.16677908505906,1.30322746370902,-0.226554549369704,-0.508618093001988,-0.506617713864922,-0.396961232110754,0.678009669500387,0.88525310631856,0.501051608811365,1.8263978758702,1.58258621558912,0.660493792242421,-1.03163191667434,-0.65265885124026,-1.52635881798761
gene14,-0.161543816433201,0.227508523448155,0.262011852136058,0.781975499777427,-0.136318582667178,-0.375233270159278,-1.00392432168371,-0.250013569438312,-0.809242516045347,0.647334683139029,0.195186844761378,0.671349476518048,1.10977362736193,1.01225420966737,0.564404313797218,-0.562687383266373,-0.518949052154105,-0.5224165903031,-0.818168940960851,-0.722614516855612,-0.760259860260865,-0.313972346140102,0.0744922188941961,0.590183625857724,0.640361806419353,0.553303034027161,0.241910944811922,0.0768249121475947,-0.586887343211389,-0.575729262035377,-0.03342133604698,0.496413702386848,0.611393976217093,0.646716047145828,0.688643859246646,0.181907745846396,0.0467140254418361,-0.0997192381665717,-0.862670361760107,-0.467646470604106,-0.42553774066845,-0.508952745547696
gene15,-0.0857183665251992,-0.0333305262628454,-0.633279348170033,-0.33018060503134,0.259460203339936,0.454622563526766,0.532782008014557,0.75998948452899,0.434991786931364,0.130442476769746,-0.142430114869227,-0.270763373350427,-0.558665839988077,-0.340320150580563,-0.122769628080798,-0.18500973024473,0.302365647978618,0.565638365130245,0.298776693385175,0.457263720704702,0.238483508038311,0.143604705680745,-0.313348672164539,-0.33164370744847,-0.41123623919219,-0.375880087053224,-0.416774155431643,-0.137309955454868,0.361088714471826,0.518200360963217,0.371889205540373,-0.14768817259302,-0.374064696755947,-0.591493740505057,-0.428950605111966,-0.320864398497682,-0.298593807318598,0.272848014562105,0.294541650434571,0.753950002168824,0.435505502542392,0.136253641882387
gene16,-0.714492659446378,-0.604045390945957,-0.0881800687920723,0.233039961788566,0.776061824491449,0.666115430829252,0.641724348086254,-0.114627225830202,-0.150237155716384,-0.335605216351434,-0.870775592161779,-0.532594681686145,-0.787133884862214,-0.0034172609983298,0.314653229746641,0.862755278194464,0.537452376833238,0.547055060847479,0.537276199607885,0.0737066615600702,-0.349639170790747,-0.823819169286297,-0.641978356729262,-0.738598499207977,-0.423087281560349,0.020682463546799,0.187055731201228,0.553532479620076,0.458540646795735,0.299959281853615,-0.623209383947813,-0.680826635940294,-0.892201388893278,-0.321555286161868,0.177812607784539,0.17361543559056,0.611324042634064,0.660933857332087,0.780588146141323,0.494582745385881,0.0853089066374929,-0.485114255753684
gene17,-0.100796307975297,-0.0770856516237329,-0.402928162920585,-0.0155386341482025,0.557446818274712,0.439683364236676,0.416143877294731,0.39497823459583,-0.0431031654118398,-0.403105419555304,-0.627856876696385,-0.513497684797356,-0.525768805989415,-0.483289465956812,-0.0031230694496015,0.21925697221208,0.359603347213224,0.756080032898238,0.497914828128959,0.2636647281767,-0.0624415796540542,-0.133315747708871,-0.404734342857857,-0.663607953651783,-0.627843663720885,-0.269065138164621,0.0090704683453544,0.334789519912575,0.602209637455279,0.32491505092628,-0.387924374156737,-0.852129227491143,-0.48187622352835,-0.257370756221378,-0.414280693081969,-0.164288502353903,0.219219492701249,0.409136215441471,0.286737672846103,0.397008434111574,0.321009630870037,-0.0566512772794909
gene18,-1.04953005808981,-0.549795115540504,0.609078490690579,0.669019495525793,0.590228727217915,-0.107357096577513,0.40219769845338,-0.598769526509045,-0.373979531145026,-0.57708079088997,-0.153673500190486,0.948690495736472,1.11997788481341,0.399031036539678,1.32343115293622,1.04869082131487,0.102845323995669,0.0971344817006882,-0.896428296881418,-1.21671376312687,-0.398542073984013,-0.287843686831939,-0.362160716517341,0.583107373079706,0.405942655387564,1.24362915568815,1.01436501572607,-0.117621085461476,-0.432976551716735,-0.218888550942043,-0.271546785735781,-1.24172296643189,-0.486589231827639,0.415388491844387,1.10405923894335,0.997676388510054,0.792312551670601,0.285789073395336,-0.613091764789544,0.118433162417151,-0.258320693119505,-1.54391075689869
gene19,0.306238951469581,0.761922078064592,0.432572132750804,-0.190549465192267,-1.06131938930457,-1.22901166816084,-1.468719947358,-0.927352099668826,-0.406043124228268,0.396552070003608,0.350526309690645,0.958289757526377,1.13009660415152,0.151216074608714,0.1286912736956,-0.0306596787136792,-0.781949070899211,-0.704852357423403,-1.51520125856122,-0.15213095253514,-0.592479653888271,0.218665478273848,0.976432072719016,0.963645912426342,0.562216437048302,0.257456201234721,0.0300042635412523,-0.292617020430029,-0.242248149409567,0.227625945915365,-0.076100633315031,0.962325340725763,1.33219572809491,0.687235167271885,0.157488132480511,0.145154186951563,-0.772167338285442,-1.29341894019404,-0.982595530668819,-0.648691231934708,0.458435855829405,-0.102567556232095
gene20,-0.927825987354193,-0.470061069967673,0.995793023143503,1.59978731067834,0.621945506656141,0.0961934899148249,-0.382316791501731,-0.822365854220467,-1.21809448668008,-1.02906175432575,-0.865606637902906,-0.330344209065432,0.51296394436499,0.581531667165116,0.571517542883754,1.11095950333281,0.672610829498856,0.335632799291339,0.171751328712864,-0.824228197984402,-0.780952128863075,-0.782576126499117,-0.493033529071087,-0.270740723166053,0.774314647912428,0.232209639778712,1.12183201433178,0.683682049636695,0.13692684739664,-0.876305396947164,-1.83930137152196,-0.659918236909406,-0.306467782292031,-0.446904582792272,0.791024931292722,1.32121229510502,0.594214408820736,0.527629299143324,0.0945671851910974,0.0026603285779132,-0.7933086083519,-0.783338247523723
gene21,-0.511098553794398,-0.934438594862645,0.0433270233661088,-0.563355008966164,0.789155728620886,1.21975505107177,0.20621798926682,0.542246818778971,0.155529519119146,-0.393240291101825,-1.33846196423833,-0.383664932807244,-0.0753440364602418,0.15186663906765,0.128879596686612,0.479686231676832,1.04311293372043,1.00734121999173,0.705058242395176,0.572069136097613,-0.240514785656986,-0.392591673822756,-0.251903193040806,-0.960046821256079,-0.74654734026295,-0.628927574624225,0.236842216739389,0.790617239394777,0.514861816180486,-0.0696580808552733,-0.51943627840804,-0.309199337003033,-0.236725014813449,-0.435393613939066,-1.03936644545587,-0.188872613535984,0.949126755002662,1.18406399595252,1.1199927112751,0.364898756088847,0.468698337706954,0.289140425783549
gene22,-0.324359233274071,-0.347928425485279,0.643401270701525,0.518779842350774,0.218297685985018,-0.177607761771952,-0.257650515975876,-0.39556422667507,-0.586530421123533,-0.215662430568168,-0.125543399647062,-0.0909586950273099,0.625071178957644,0.491293068562979,0.543953990200527,0.242308986047433,0.0472849815988032,0.0766256424588179,-0.483826524310381,-0.336403763298138,-0.346395348292038,-0.316102294736869,-0.184591405202609,0.287941189169994,0.52453908607,0.472258871654958,0.560011166794698,0.471173237353863,-0.189367206378212,-0.506788465670563,-0.519592535794973,-0.109344950920807,0.0950648161173716,0.413901526378881,0.411928548823596,0.612147089762055,0.449511392668708,-0.0072956161191404,-0.0452898949936501,-0.28495449741818,-0.506080735359141,-0.315852830917773
gene23,0.388039781639376,0.708580537868152,0.104214296219714,-0.490021257303365,-0.293369016363543,-0.483281565982577,-0.0871822266002069,-0.350003220441114,0.596314202110187,0.0784407193232733,0.868061889040619,0.189578819766156,0.306473785695442,-0.0777011569178417,-0.058335078775998,-0.654305089942289,-0.470773310019255,-0.742895446636811,-0.426982483292603,0.0859624317170461,0.114514670457903,0.673764648790679,0.479653284962481,0.497859976294424,0.433240778396041,0.0195209814524758,0.0713430100197127,-0.722034928783845,-0.897228298024011,-0.238609522636882,0.549999584873538,0.467767532904505,0.460787695083451,0.0759318401244987,-0.096323340811157,-0.502975025939814,-0.560457479022304,-0.647325020019667,-0.572821396879839,-0.153632476542756,0.36259031956778,0.441459818494029
gene24,-0.28936266291006,-0.443249103777198,0.370576420590779,0.39537854694629,0.527635279453379,0.384323132396241,0.535795063294359,0.174223694651503,-0.558378047328864,-0.578168486949895,-0.724298913945185,-0.632641876626121,-0.109199077539515,0.528863733057792,0.333672021736105,0.768235404180684,0.477845096423483,0.19982391909455,0.258874886876463,-0.126299152809139,-0.301923282413632,-0.49105891724233,-0.554004457497988,-0.514410404555086,-0.0490269548299278,-0.0216254129895767,0.394415271184799,0.562009145331562,0.325335519830174,0.246696581239793,-0.223921614036037,-0.313476850352645,-0.269124600277573,-0.170534184469433,-0.073249027333731,0.301393229343104,0.300401330791299,0.563805598617475,0.574249976269004,0.307772866311666,-0.003778561275719,-0.441225468694041
